show_id,type,title,director,cast,country,date_added,release_year,rating,duration_minutes,duration_seasons
s7377,TV Show,Magi: Adventure of Sinbad,Unknown,"Daisuke Ono, Tomokazu Sugita, Takahiro Sakurai, Keiji Fujiwara, Akira Ishida, Katsuyuki Konishi, Yoko Hikasa, Ai Kayano, Takehito Koyasu, Hiroki Touchi",Japan,14/7/2016,2016,TV-14,,1
s7624,TV Show,NSU German History X,Unknown,"Anna Maria Mühe, Albrecht Schuch, Sebastian Urzendowsky, Almila Bagriacik, Tom Schilling, André Hennicke, Florian Lukas, Liv Lisa Fries, Sylvester Groth, Florian Stetter, Nina Gummich, Jonas Leonhardi, Ben Münchow, Maximilian Jaenisch",Germany,7/7/2016,2016,TV-MA,,1
s7676,TV Show,Operation Proposal,Unknown,"Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-won Kim, Hyun Jin Lee, Jin-joo Park",South Korea,1/7/2016,2012,TV-PG,,1
s7876,Movie,Road to Yesterday,Ishaya Bako,"Genevieve Nnaji, Oris Erhuero, Majid Michel",Nigeria,1/7/2016,2015,TV-14,96,
s8087,Movie,Stealing History,"Ola Flyum, David Hebditch",Nicolas Hope,United States,1/7/2016,2006,TV-PG,52,
s8116,Movie,Suicide (Hitabdut),Benny Fredman,"Mali Levi, Rotem Keinan, Dror Keren, Igal Naor",Israel,1/7/2016,2014,TV-MA,114,
s8120,Movie,Summer of '92,Kasper Barfoed,"Ulrich Thomsen, Henning Jensen, Mikkel Boe Følsgaard, Cyron Melville, Esben Smed Jensen, Gustav Dyekjaer Giese, Jon Lange, Allan Hyde, Johannes Lassen, Morten Vang Simonsen","Denmark, United Kingdom, Sweden",10/7/2016,2015,TV-MA,94,
s8317,TV Show,The Future of Water,Unknown,Unknown,Norway,1/7/2016,2007,TV-PG,,1
s8368,Movie,The Invitation,Karyn Kusama,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec, Mike Doyle, Jordi Vilasuso, Jay Larson, Marieh Delfino, Tammy Blanchard, Michiel Huisman, Lindsay Burdge, John Carroll Lynch",United States,8/7/2016,2015,TV-MA,100,
s8789,Movie,You Carry Me,Ivona Juka,"Lana Baric, Vojislav Brajovic, Natasa Janjic, Goran Hajdukovic, Helena Beljan, Juraj Dabic, Natasa Dorcic, Sebastian Cavazza, Ana Begic, Krunoslav Saric","Croatia, Slovenia, Serbia, Montenegro",1/7/2016,2015,TV-MA,157,
s5808,TV Show,Glitter Force,Unknown,"Laura Bailey, Kate Higgins, Alex Cazares, Colleen O'Shaughnessey, Danielle Nicole, Debi Derryberry, Mary Elizabeth McGlynn, Patrick Seitz, Keith Silverstein",Japan,26/8/2016,2016,TV-Y7,,2
s5809,Movie,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,"Jeff Foxworthy, Larry the Cable Guy",United States,26/8/2016,2016,TV-14,75,
s5810,Movie,XOXO,Christopher Louie,"Sarah Hyland, Graham Phillips, Chris D'Elia, Hayley Kiyoko, Brett DelBuono, Ryan Hansen, Ian Anthony Dale, Ione Skye, Colin Woodell, LaMonica Garrett, Brianne Howey",United States,26/8/2016,2016,TV-MA,92,
s5811,Movie,I'll Sleep When I'm Dead,Justin Krook,Steve Aoki,United States,19/8/2016,2016,TV-MA,80,
s5812,TV Show,Behind Enemy Lines,Unknown,Unknown,United States,15/8/2016,2001,TV-14,,1
s5813,TV Show,Caught on Camera,Unknown,Nick Wallis,United Kingdom,15/8/2016,2015,TV-MA,,3
s5814,Movie,Louis C.K.: Live at the Comedy Store,Louis C.K.,Louis C.K.,United States,15/8/2016,2015,Not Rated,66,
s5815,Movie,Real Crime: Supermarket Heist (Tesco Bomber),Unknown,Unknown,United Kingdom,15/8/2016,2010,TV-14,46,
s5816,Movie,Jim Gaffigan: Beyond the Pale,Michael Drumm,Jim Gaffigan,United States,11/8/2016,2005,TV-14,72,
s5817,Movie,Jim Gaffigan: King Baby,Troy Miller,Jim Gaffigan,United States,11/8/2016,2009,TV-PG,71,
s5818,Movie,Jim Gaffigan: Mr. Universe,Jay Karas,Jim Gaffigan,United States,11/8/2016,2012,TV-14,77,
s5819,Movie,Jim Gaffigan: Obsessed,Jay Chapman,Jim Gaffigan,United States,11/8/2016,2014,TV-14,70,
s5820,Movie,David Cross: Making America Great Again!,Alex Coletti,David Cross,United States,5/8/2016,2016,TV-MA,73,
s5821,Movie,Lavell Crawford: Can a Brother Get Some Love?,Michael Drumm,Lavell Crawford,United States,2/8/2016,2011,TV-MA,81,
s5822,Movie,Children of God,John Smithson,Unknown,United Kingdom,1/8/2016,1994,TV-MA,63,
s5823,TV Show,Cocaine,Unknown,Unknown,United Kingdom,1/8/2016,2005,TV-14,,1
s5824,TV Show,Edge of the Universe,Unknown,Unknown,United Kingdom,1/8/2016,2008,TV-G,,1
s5825,Movie,Interview with a Serial Killer,Christopher Martin,Arthur Shawcross,United States,1/8/2016,2008,TV-MA,45,
s5826,TV Show,La Esclava Blanca,Unknown,"Nerea Camacho, Orián Suárez, Miguel de Miguel, Modesto Lacen, Norma Martínez, Ricardo Vesga, Viña Machado, Andrés Suárez, Natasha Klauss, Miroslava Morales",Colombia,1/8/2016,2016,TV-MA,,1
s5827,Movie,Real Crime: Diamond Geezers,Tom Whitter,Forbes KB,United Kingdom,1/8/2016,2008,TV-14,46,
s5988,Movie,13 Cameras,Victor Zarcoff,"PJ McCabe, Brianne Moncrief, Sarah Baldwin, Jim Cummings, Heidi Niedermeyer, Neville Archambault",United States,13/8/2016,2015,NR,90,
s6083,Movie,Abzurdah,Daniela Goggi,"Eugenia Suárez, Esteban Lamothe, Gloria Carrá, Rafael Spregelburd, Tomás Ottaviano, Julieta Gullo, Zoe Hochbaum, Lucia Carolina Pecrul",Argentina,25/8/2016,2015,TV-MA,90,
s6180,Movie,APEX: The Story of the Hypercar,"J.F. Musial, Josh Vietze",Zachary Levi,United States,1/8/2016,2016,NR,86,
s6254,TV Show,Battlefield Recovery,Unknown,Unknown,United Kingdom,1/8/2016,2016,TV-PG,,1
s6279,Movie,Being AP,Anthony Wonke,Tony McCoy,United Kingdom,15/8/2016,2015,TV-14,99,
s6339,Movie,Blue Is the Warmest Color,Abdellatif Kechiche,"Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing, Catherine Salée, Benjamin Siksou, Mona Walravens, Alma Jodorowsky, Jérémie Laheurte, Anne Loiret, Benoît Pilot, Sandor Funtek, Fanny Maurin","France, Belgium, Spain",26/8/2016,2013,NC-17,180,
s6979,Movie,Hitler's Olympics,Daniel Kontur,Unknown,United Kingdom,1/8/2016,2016,TV-PG,44,
s6984,Movie,Holding the Man,Neil Armfield,"Ryan Corr, Craig Stott, Kerry Fox, Camilla Ah Kin, Sarah Snook, Guy Pearce, Anthony LaPaglia, Geoffrey Rush",Australia,1/8/2016,2015,TV-MA,128,
s7020,Movie,How to Win the US Presidency,Cal Saville,Unknown,United States,1/8/2016,2016,TV-PG,51,
s7136,Movie,John & Jane,Ashim Ahluwalia,Unknown,India,15/8/2016,2005,TV-14,79,
s7141,TV Show,Jonathan Strange & Mr Norrell,Toby Haynes,"Eddie Marsan, Bertie Carvel, Marc Warren, Charlotte Riley, Alice Englert, Samuel West, Enzo Cilenti, Paul Kaye, Edward Hogg, Ariyon Bakare",United Kingdom,25/8/2016,2015,TV-14,,1
s7344,TV Show,Love Cuisine,Unknown,"Lego Lee, Allison Lin, Duncan Chow, Nita Lei, Hank Wu, Calvin Lee, Fu Lei",Taiwan,1/8/2016,2015,TV-MA,,1
s7469,TV Show,Miss Rose,Unknown,"Roy Chiu, Megan Lai, Paul Hsu, Tia Lee, Chunya Chao, Puff Kuo, Blaire Chang",Taiwan,1/8/2016,2015,TV-MA,,1
s7811,TV Show,Queen of No Marriage,Unknown,"Ethan Juan, Cheryl Yang, Harry Chang, Sylvia Yang, James Wen, Patrick Lee",Taiwan,1/8/2016,2009,TV-MA,,1
s5783,Movie,Amanda Knox,"Rod Blackhurst, Brian McGinn",Unknown,"Denmark, United States",30/9/2016,2016,TV-MA,92,
s5784,Movie,Audrie & Daisy,"Bonni Cohen, Jon Shenk",Unknown,United States,23/9/2016,2016,TV-MA,99,
s5785,Movie,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Iliza Shlesinger,United States,23/9/2016,2016,TV-MA,78,
s5786,TV Show,VeggieTales in the House,Unknown,"Phil Vischer, Mike Nawrocki, Rob Paulsen, Tress MacNeille",United States,23/9/2016,2016,TV-Y,,4
s5787,Movie,"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense",Unknown,"Karol Modzelewski, Łukasz ""Lotek” Lodkowski",Unknown,19/9/2016,2016,TV-MA,65,
s5788,Movie,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",Unknown,"Katarzyna Piasecka, Rafał Pacześ",Unknown,19/9/2016,2016,TV-MA,65,
s5789,Movie,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",Unknown,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk",Unknown,19/9/2016,2016,TV-MA,69,
s5790,Movie,"Rafał Banaś, Michał Leja Laugh out Loud",Unknown,"Rafał Banaś, Michał Leja",Unknown,19/9/2016,2016,TV-MA,64,
s5791,Movie,The Best of Rafał Rutkowski Olka Szczęśniak,Unknown,"Rafał Rutkowski, Olka Szczęśniak",Unknown,19/9/2016,2016,TV-MA,63,
s5792,Movie,"Tomasz Jachimek, Jacek Stramik Laugh at Live",Unknown,"Tomasz Jachimek, Jacek Stramik",Unknown,19/9/2016,2016,TV-MA,63,
s5793,Movie,ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal","Canada, United States",16/9/2016,2016,TV-MA,89,
s5794,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,Cedric the Entertainer,United States,16/9/2016,2016,TV-MA,60,
s5795,Movie,Louis C.K.: Hilarious,Louis C.K.,Louis C.K.,United States,16/9/2016,2010,Not Rated,84,
s5796,Movie,The White Helmets,Orlando von Einsiedel,Unknown,United Kingdom,16/9/2016,2016,TV-PG,41,
s5797,Movie,Sample This,Dan Forrer,Gene Simmons,United States,15/9/2016,2012,TV-14,83,
s5798,Movie,Extremis,Dan Krauss,Unknown,United States,13/9/2016,2016,TV-PG,25,
s5799,Movie,Jandino: Whatever it Takes,Unknown,Jandino Asporaat,United Kingdom,9/9/2016,2016,TV-MA,94,
s5800,TV Show,Chef's Table: France,Unknown,Unknown,Unknown,2/9/2016,2016,TV-14,,1
s5801,TV Show,Kulipari: An Army of Frogs,Unknown,"Mark Hamill, Keith David, Wendie Malick, Josh Keaton, Mikey Kelley, Phil LaMarr, Laraine Newman, Jess Harnell, Charles Adler, Amy Margolis, Cree Summer, Lacey Chabert, Rolonda Watts, Kevin Michael Richardson, Candi Milo",United States,2/9/2016,2016,TV-Y7,,1
s5802,TV Show,Conspiracy,Unknown,Mark Bazeley,United Kingdom,1/9/2016,2015,TV-14,,1
s5803,TV Show,Dead Set,Unknown,"Jaime Winstone, Andy Nyman, Kevin Eldon, Davina McCall, Warren Brown, Riz Ahmed, Beth Cordingly, Kathleen McDermott, Raj Ghatak",United Kingdom,1/9/2016,2008,TV-MA,,1
s5804,TV Show,Forensic Files,Unknown,Peter Thomas,United States,1/9/2016,2011,TV-MA,,9
s5805,Movie,Saudi Arabia Uncovered,Unknown,Unknown,United Kingdom,1/9/2016,2016,TV-14,52,
s5806,TV Show,The Fierce Wife,Unknown,"Sonia Sui, James Wen, Amanda Chu, Chris Wang, Karen Ying-Chen Hu, Patrick Lee, Janel Tsai, Li-li Pan, Fu Lei",Taiwan,1/9/2016,2010,TV-MA,,1
s5807,TV Show,Witches: A Century of Murder,Unknown,Suzannah Lipscomb,United Kingdom,1/9/2016,2015,TV-14,,1
s6051,Movie,A Noble Intention,Joram Lürsen,"Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk",Netherlands,1/9/2016,2015,TV-MA,111,
s6265,TV Show,Beauty & the Beast,Unknown,"Kristin Kreuk, Jay Ryan, Max Brown, Austin Basis, Nina Lisandrello, Brian White, Sendhil Ramamurthy",Canada,19/9/2016,2016,TV-14,,4
s6357,Movie,Bon Bini Holland,Jelle de Jonge,"Jandino Asporaat, Liliana de Vries, Teun Kuilboer, Sergio IJssel, Dennis Rudge, Alpha Oumar Barry, Phi Nguyen",Netherlands,1/9/2016,2015,TV-MA,88,
s6654,Movie,Dukhtar,Afia Nathaniel,"Samiya Mumtaz, Mohib Mirza, Saleha Aref, Asif Khan, Adnan Shah, Ajab Gul, Abdullah Jan, Samina Ahmad, Omair Rana, Zeeshan Shafa","Pakistan, Norway, United States",1/9/2016,2014,TV-14,93,
s6664,TV Show,Easy Fortune Happy Life,Unknown,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",Taiwan,1/9/2016,2009,TV-MA,,1
s6687,Movie,Elstree 1976,Jon Spira,"Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose",United Kingdom,6/9/2016,2015,TV-PG,102,
s6749,Movie,Figaro Pho,Luke Jurevicius,Luke Jurevicius,United Kingdom,1/9/2016,2008,TV-Y7,29,
s6815,Movie,Full Out,Sean Cisterna,"Jennifer Beals, Ana Golja, Art Hindle, Jake Epstein, Ramona Milano, Trevor Tordjman, Lamar Johnson, Asha Bromfield, Sarah Fisher","Canada, United States",1/9/2016,2015,TV-PG,88,
s6823,TV Show,Galavant,Unknown,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood",United States,7/9/2016,2016,TV-PG,,2
s6825,TV Show,Game Winning Hit,Unknown,"Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin",Taiwan,1/9/2016,2009,TV-MA,,1
s6986,Movie,Holy Hell,Will Allen,Unknown,United States,1/9/2016,2016,NR,103,
s7360,TV Show,Lucky Days,Unknown,"Chris Wang, Tammy Chen, Fan Kuang-yao, Chen Bor Jeng, Lin Mei-hsiu, Ma Nien-hsien",China,1/9/2016,2010,TV-PG,,1
s7567,Movie,Natural Born Pranksters,"Roman Atwood, Ben Pluimer","Roman Atwood, Vitaly Zdorovetskiy, Dennis Roady",United States,15/9/2016,2016,R,91,
s7642,Movie,Off Course,Nacho G. Velilla,"Yon González, Julián López, Blanca Suárez, Malena Alterio, Úrsula Corberó, Miki Esparbé, Younes Bachir, Javier Cámara, Carmen Machi, José Sacristán",Spain,1/9/2016,2015,TV-MA,107,
s7726,TV Show,Penny Dreadful,Unknown,"Josh Hartnett, Eva Green, Timothy Dalton, Reeve Carney, Rory Kinnear, Billie Piper, Danny Sapani, Harry Treadaway","Ireland, United Kingdom, United States",17/9/2016,2016,TV-MA,,3
s7730,TV Show,Person of Interest,Unknown,"Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker",United States,22/9/2016,2016,TV-14,,5
s7823,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,"Jeremy Coon, Tim Skousen",Unknown,United States,16/9/2016,2015,NR,93,
s8086,TV Show,Station Horizon,Unknown,"Bernard Yerlès, Roland Vouilloz, Gaspard Boesch, Alexandra Vandernoot, Marie Fontannaz, Lavinia Longhi, Baptiste Gilliéron",Switzerland,1/9/2016,2015,TV-MA,,1
s8300,Movie,The First Line,"Coerte Voorhees, John Voorhees","Pantelis Kodogiannis, Kassandra Voyagis, Paul Freeman, Michael Byrne, Georges Corraface, Yorgo Voyagis, Giancarlo Giannini, Kelly Eleftheriou","United States, Greece, United Kingdom",20/9/2016,2014,TV-14,87,
s8561,TV Show,The Womanizer,Unknown,"Lan Cheng-lung, Sonia Sui, James Wen, Bianca Bai, George Chang, Chung Hsin-ling, Tzu-chiang Chao, Xiao Xiao Bin",China,1/9/2016,2010,TV-MA,,1
s8568,TV Show,The Year of Happiness and Love,Unknown,"Amber Kuo, James Wen, Weber Yang, Sonia Sui, Nien-Jen Wu, Kay Huang, Tsai Chen-nan, Lin Mei-hsiu",Taiwan,1/9/2016,2009,TV-PG,,1
s8701,TV Show,Wartime Portraits,Unknown,Unknown,Poland,15/9/2016,2014,TV-MA,,1
s8706,Movie,We Need to Talk,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire, Ilay Kurelovic, Verónica Forqué, Luis Jaspe, Borja Luna, José Luis Marín",Spain,1/9/2016,2016,TV-MA,91,
s5737,Movie,Pup Star,Robert Vince,"Makenzie Moss, Jed Rees, David DeLuise, Carla Jimenez, Tom Everett Scott, Diedrich Bader, George Newbern, Bonnie Somerville, John Ratzenberger",Canada,29/10/2016,2016,G,92,
s5738,Movie,I Am the Pretty Thing That Lives in the House,Osgood Perkins,"Ruth Wilson, Bob Balaban, Lucy Boynton, Paula Prentiss","Canada, United States",28/10/2016,2016,TV-14,89,
s5739,Movie,Into the Inferno,Werner Herzog,Werner Herzog,"United Kingdom, Germany, Canada",28/10/2016,2016,TV-PG,107,
s5740,Movie,The African Doctor,Julien Rambaldi,"Marc Zinga, Aïssa Maïga, Bayron Lebli, Médina Diarra, Rufus, Jonathan Lambert, Jean-Benoît Ugeux",France,28/10/2016,2016,TV-14,94,
s5741,Movie,They Are Everywhere,Yvan Attal,"Yvan Attal, Benoît Poelvoorde, Charlotte Gainsbourg, Valérie Bonneton, Dany Boon, Grégory Gadebois, Denis Podalydès, François Damiens, Yamée Couture, Freya Mavor, Rivka Michaeli","France, Belgium",28/10/2016,2016,TV-MA,110,
s5742,TV Show,Trailer Park Boys: Out of the Park: Europe,Unknown,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,28/10/2016,2016,TV-MA,,1
s5743,Movie,West Coast,Benjamin Weill,"Devi Couzigou, Mathis Crusson, Victor Le Blond, Sullivan Loyez, Pierre-François Martin-Laval, Hugo Chalan-Marchio",France,28/10/2016,2016,TV-MA,81,
s5744,Movie,7 años,Roger Gual,"Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl, Manuel Morón",Spain,27/10/2016,2016,TV-MA,77,
s5745,TV Show,Containment,Unknown,"David Gyasi, Christina Marie Moses, Chris Wood, Kristen Gutoskie, Claudia Black, George Young, Hanna Mangan Lawrence, Trevor St. John",United States,21/10/2016,2016,TV-MA,,1
s5746,Movie,Joe Rogan: Triggered,Anthony Giordano,Joe Rogan,United States,21/10/2016,2016,TV-MA,64,
s5747,Movie,A Mighty Team,Thomas Sorriaux,"Gérard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Théo Fernandez, Léa Lopez",France,15/10/2016,2016,TV-MA,97,
s5748,Movie,Berserk: The Golden Age Arc I - The Egg of the King,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake",Japan,15/10/2016,2012,TV-MA,77,
s5749,Movie,Bleach The Movie: Fade to Black,Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Aya Hirano, Hiroshi Kamiya, Mitsuaki Madono, Ryotaro Okiayu, Kentaro Ito, Shinichiro Miki, Satsuki Yukino, Masaaki Tsukada",Japan,15/10/2016,2008,TV-PG,94,
s5750,Movie,Bleach the Movie: Hell Verse,Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Kazuya Nakai, Noriaki Sugiyama, Kentarô Itô, Yuki Matsuoka, Ryotaro Okiayu, Romi Park",Japan,15/10/2016,2010,TV-14,94,
s5751,Movie,Blind Date,Clovis Cornillac,"Mélanie Bernier, Clovis Cornillac, Lilou Fogli, Philippe Duquesne, Grégoire Oestermann, Oscar Copp, Boris Terral, Manu Payet",France,15/10/2016,2015,TV-14,91,
s5752,TV Show,DEATH NOTE,Unknown,"Kappei Yamaguchi, Alessandro Juliani, Mamoru Miyano, Brad Swaile, Ai Satou, Saffron Henderson, Akeno Watanabe, Lisa Ann Beley, Aya Hirano, Shannon Chan-Kent, Haruka Kudo, Kelly Metzger, Hideo Ishikawa, Brian Dobson, Hiroki Takahashi, Sam Vincent, Shido Nakamura, Brian Drummond, Naoya Uchida, Chris Britton",Japan,15/10/2016,2006,TV-14,,1
s5753,TV Show,Spotless,Unknown,"Marc-André Grondin, Denis Ménochet, Miranda Raison, Doug Allen, Liam Garrigan, Ciarán Owens, Kate Magowan, Tanya Fear, Naomi Radcliffe, Lucy Akhurst, Jemma Donovan, Niall Hayes, Brendan Coyle","United Kingdom, France",15/10/2016,2015,TV-MA,,1
s5754,TV Show,Vampire Knight,Unknown,"Daisuke Kishio, Ezra Weisz, Mamoru Miyano, Vic Mignogna, Yui Horie, Mela Lee, Risa Mizuno, Stephanie Sheh, Junichi Suwabe, Troy Baker, Jun Fukuyama, Bryce Papenbrook, Mai Nakahara, Laura Bailey, Soichiro Hoshi, Steve Staley, Susumu Chiba, Spike Spencer, Hiroki Yasumoto, Travis Willingham, Fumiko Orikasa, Wendee Lee",Japan,15/10/2016,2008,TV-14,,2
s5755,Movie,Sky Ladder: The Art of Cai Guo-Qiang,Kevin MacDonald,Cai Guo-Qiang,United States,14/10/2016,2016,TV-MA,80,
s5756,Movie,Mascots,Christopher Guest,"Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett, Maria Blasucci, Jennifer Coolidge, Kerry Godliman, Matt Griesser, Christopher Guest, John Michael Higgins, Michael Hitchcock, Don Lake, Jane Lynch, Christopher Moynihan, Chris O'Dowd, Jim Piddock, Parker Posey, Harry Shearer, Fred Willard, Zach Woods, Susan Yeagley",United States,13/10/2016,2016,TV-MA,95,
s5757,Movie,Justin Timberlake + the Tennessee Kids,Jonathan Demme,Justin Timberlake,United States,12/10/2016,2016,TV-MA,90,
s5758,Movie,13TH,Ava DuVernay,Unknown,United States,7/10/2016,2016,TV-MA,101,
s5759,Movie,Russell Peters: Almost Famous,Dave Higby,Russell Peters,United States,7/10/2016,2016,TV-MA,73,
s5760,TV Show,StoryBots Super Songs,Unknown,"Judy Greer, Jeff Gill, Erin Fitzgerald, Fred Tatasciore, Gregg Spiridellis",United States,7/10/2016,2016,TV-Y,,1
s5761,Movie,The Siege of Jadotville,Richie Smyth,"Jamie Dornan, Guillaume Canet, Emmanuelle Seigner, Jason O'Mara, Mikael Persbrandt, Mark Strong, Michael McElhatton, Danny Sapani, Sam Keeley, Ronan Raftery, Mike Noble, Charlie Kelly, Conor MacNeill, Fionn O'Shea, Conor Quinlan, Jordan Mifsud","Ireland, South Africa",7/10/2016,2016,TV-MA,108,
s5762,Movie,LEGO Jurassic World: The Indominus Escape,Michael D. Black,"A.J. LoCascio, Sendhil Ramamurthy, Fred Tatasciore, Jake Johnson, Lauren Lapkus, Zachary Levi, BD Wong, David Gunning",United States,4/10/2016,2016,TV-Y7,25,
s5763,TV Show,Be with Me,Unknown,"Jason Tsou, Queen Wei, River Huang, Fabien Yang, Tang Chen-Kang, Figaro Tseng",Taiwan,1/10/2016,2015,TV-PG,,1
s5764,TV Show,Be with You,Unknown,"Bobby Dou, Peijia Huang, Nylon Chen, Vivi Lee, Edison Wang, Serena Fang",Taiwan,1/10/2016,2015,TV-14,,1
s5765,Movie,Bombshell,Riccardo Pilizzeri,"Ande Cunningham, Mark Mitchinson, Mia Pistorius, Nathalie Boltt, Nathan Lovejoy, Colin Moy, Jay Simon, Coen Falke, Greta Gregory, Byron Coll",New Zealand,1/10/2016,2016,TV-MA,86,
s5766,Movie,Chatô: The King of Brazil,Guilherme Fontes,"Marco Ricca, Andrea Beltrão, Letícia Sabatella, Leandra Leal, Gabriel Braga Nunes, Paulo Betti, Marcos Oliveira, Eliane Giardini",Brazil,1/10/2016,2015,TV-MA,105,
s5767,TV Show,Fall in Love with Me,Unknown,"Aaron Yan, Tia Lee, Jack Lee, Katherine Wang, Beatrice Fang, Vince Kao, Chen Bor Jeng",Taiwan,1/10/2016,2014,TV-14,,1
s5768,Movie,Harud,Aamir Bashir,"Mohammad Amir Naji, Shahnawaz Bhat, Shamim Basharat, Salma Ashai, Mudessir Ahmed Khan, Rayes Mohiuddin",India,1/10/2016,2010,TV-MA,100,
s5769,TV Show,Love Cheque Charge,Unknown,"George Hu, Phoebe Yuan, Hsieh Kun Da, Jay Shih, Smile Weng, Jet Chao, Jessie Chang",Taiwan,1/10/2016,2014,TV-14,,1
s5770,TV Show,Masha's Spooky Stories,Unknown,Unknown,"United States, Russia",1/10/2016,2012,TV-Y,,1
s5771,Movie,Much Ado About Nothing,Alejandro Fernández Almendras,"Agustín Silva, Paulina García, Daniel Alcaíno, Alejandro Goic, Luis Gnecco, Samuel Landea, Dindi Jane, Isabella Costa, Augusto Schuster, Pilar Ronderos","Chile, United States, France",1/10/2016,2016,TV-MA,96,
s5772,TV Show,Murphy's Law of Love,Unknown,"Danson Tang, Chia-ying Lee, Jolin Chien, Jenna Wang, Meng-sheng Shen, Wen-lin Fang, Wei Lin, Phoebe Huang",Taiwan,1/10/2016,2015,TV-PG,,1
s5773,Movie,My Big Night,Álex de la Iglesia,"Raphael, Mario Casas, Pepón Nieto, Blanca Suárez, Hugo Silva, Carmen Machi, Luis Callejo, Carlos Areces, Enrique Villén, Santiago Segura, Jaime Ordoñez, Tomás Pozzi, Carolina Bang, Ana Polvorosa, Luis Fernández",Spain,1/10/2016,2015,TV-MA,97,
s5774,Movie,My Little Pony Equestria Girls: Legend of Everfree,Ishi Rudell,"Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Enid-Raye Adams, Brian Doe, Nicole Oliver","United States, Canada",1/10/2016,2016,TV-Y7,73,
s5775,TV Show,Old Money,David Schalko,"Udo Kier, Sunnyi Melles, Nicholas Ofczarek, Manuel Rubey, Nora von Waldstätten, Thomas Stipsits, Ursula Strauss, Robert Palfrader, Simon Schwarz, Johannes Krisch, Lukas Miko",United States,1/10/2016,2015,TV-MA,,1
s5776,Movie,Pac's Scary Halloween,Unknown,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill",Unknown,1/10/2016,2016,TV-Y7,44,
s5777,Movie,Riphagen - The Untouchable,Pieter Kuijpers,"Jeroen van Koningsbrugge, Anna Raadsveld, Sigrid ten Napel, Peter Blok, Bob Stoop, Lisa Zweerman, Kay Greidanus, René Kortekaas, Sieger Sloot, Mark Rietman",Netherlands,1/10/2016,2016,TV-14,132,
s5778,TV Show,Someone Like You,Unknown,"Kingone Wang, Lorene Ren, Sean Lee, Nita Lei, William Liao",Taiwan,1/10/2016,2015,TV-14,,1
s5779,Movie,Umrika,Prashant Nair,"Suraj Sharma, Tony Revolori, Smita Tambe, Adil Hussain, Rajesh Tailang, Prateik Babbar, Pramod Pathak, Amit Sial, Sauraseni Maitra",India,1/10/2016,2015,TV-MA,96,
s5780,Movie,Unchained: The Untold Story of Freestyle Motocross,"Paul Taublieb, Jon Freeman",Josh Brolin,United States,1/10/2016,2016,TV-MA,92,
